"ID","Team","Title","Description","Status","Estimate","Priority","Project ID","Project","Creator","Assignee","Labels","Cycle Number","Cycle Name","Cycle Start","Cycle End","Created","Updated","Started","Triaged","Completed","Canceled","Archived","Due Date","Parent issue","Initiatives","Project Milestone ID","Project Milestone","SLA Status","UUID","Time in status (minutes)","Related to","Blocked by","Duplicate of"
"SAN-802","Sanjiovani","PTR-AI-003 — Business health score widget (MVP)","## PTR-AI-003 — Business health score widget (MVP)

**Goal:** Composite 0–100 score that gives a partner an instant, honest signal of how their business is performing on the platform. MVP priority — shown prominently on the dashboard before revenue intelligence.

---

## Score formula

| Signal | Weight | Source |
| -- | -- | -- |
| Profile completion | 25% | `partner_organizations.profile_completion_pct` |
| Lead velocity (leads/7d vs prior 7d) | 25% | `partner_leads` query |
| Response rate (replies within 24h) | 20% | `partner_leads` message timestamps |
| Revenue trend (30d vs prior 30d) | 20% | `revenue_ledger` |
| Listing quality score (photos ≥ 5, description ≥ 200 chars) | 10% | `partner_assets` + `partner_organizations` |

**Score tiers:**

* 80–100: ""Thriving"" (green)
* 60–79: ""Growing"" (amber)
* 40–59: ""Needs work"" (orange)
* 0–39: ""At risk"" (red)

---

## Mastra tool

```ts
// partnerAgent tool: compute_health_score
// Returns: { score: number, tier: string, breakdown: Record<string, number>, top_recommendation: string }
compute_health_score({ partner_id: string })
```

Gemini generates `top_recommendation` as a single-sentence next action from the breakdown.

---

## CopilotKit wiring

```tsx
useCopilotAction({
  name: ""compute_health_score"",
  available: ""disabled"",
  render: ({ result }) => (
    <HealthScoreWidget
      score={result.score}
      tier={result.tier}
      breakdown={result.breakdown}
      recommendation={result.top_recommendation}
    />
  ),
});
```

---

## `HealthScoreWidget` component

* Circular progress ring (score / 100) with tier color
* Expandable: click → breakdown by signal with individual bars
* `top_recommendation` shown below ring as one-line AI tip with deeplink
* Trend badge: ""+5 vs last week"" / ""-3 vs last week""
* Skeleton on load

---

## Supabase

`compute_health_score` is a Supabase RPC function (or computed in the Mastra tool via direct query) — no new table required. Uses existing `partner_organizations`, `partner_leads`, `revenue_ledger`.

RLS: tool called from server-side `partnerAgent` with user identity verified first (F13 carve-out pattern).

---

## Acceptance criteria

- [ ] Score computes correctly against all 5 signals
- [ ] Tier label + color matches thresholds
- [ ] `top_recommendation` generated by Gemini from breakdown
- [ ] Circular ring renders with correct color and animation (respects `prefers-reduced-motion`)
- [ ] Expandable breakdown shows 5 bars
- [ ] Trend badge shows delta vs prior week
- [ ] Skeleton on load
- [ ] Vitest: score formula edge cases (all 0, all 100, mixed)
- [ ] Playwright: widget visible on `/partner/dashboard` for seeded partner

---

## Blocked by

* SAN-705 (AGT-PTR-01) — `partnerAgent` must be initialized with capability flags

## Related

* PTR-AI-002 (health score feeds urgency ranking in ""Needs Attention"" panel)
* PTR-AI-004 (health score surfaced in AI Workspace chat context)","Backlog","","Urgent","bf4241fd-4f7f-420d-bb16-ca2ec8bc3d4b","Partners","ai@socialmediaville.ca","","PTR, track:ai","","","","","2026-06-08T14:25:00.635Z","2026-06-08T14:25:01.626Z","","","","","","2026-06-09T14:25:01.623Z","","","55334505-c685-48e5-b06f-671a92ee1084","M4 — Augment","HighRisk","87bd7f65-b032-4161-a51a-0b205930044f","65","","",""
"SAN-765","Sanjiovani","AIE-011 [Core] Venue explorer /venues","## Order: 11/32 · Phase: **Core**

**Disk:** `Core/AIE-011-core-venue-explorer.md`
**Wireframe:** 029

## Objective

First-class `/venues` — map + capacity filters + AI scores. **Not** wizard-only 025.

```mermaid
flowchart LR
  Q[Search Laureles] --> MAP[Map pins mapId]
  MAP --> CARDS[Venue cards]
  CARDS --> DET[/venues/slug]
```

## Acceptance

* Places field masks · browser ≥1 card+pin
* **Blocks:** AIE-012","Backlog","","Urgent","43b16e0a-96de-478d-9842-f2467c0f7b8c","Events Platform","ai@socialmediaville.ca","","area:events, phase:core, prefix:AIE, prefix:VEB, scr","","","","","2026-06-08T14:04:27.626Z","2026-06-08T14:04:28.726Z","","","","","","2026-06-09T14:04:28.724Z","SAN-757","Phase 1 — mdeai MVP launch","","","HighRisk","384b008c-acb8-4f34-9e13-26e271e6bbcd","85","SAN-492, SAN-498","SAN-115",""
"SAN-764","Sanjiovani","AIE-012 [Core] Venue details /venues/[slug]","## Order: 12/32 · Phase: **Core**

**Disk:** `Core/AIE-012-core-venue-details.md`
**Wireframe:** 030

## CTAs

* Request booking → AIE-020
* Use in event → `hostEventAgent` set_venue

```mermaid
flowchart TD
  DET[Venue detail] --> B[Book request]
  DET --> W[Wizard set_venue]
```

## Acceptance

* Mobile sticky CTA · slug route 200","Backlog","","Urgent","43b16e0a-96de-478d-9842-f2467c0f7b8c","Events Platform","ai@socialmediaville.ca","","phase:core, prefix:AIE, prefix:VEB, scr","","","","","2026-06-08T14:04:19.688Z","2026-06-08T14:04:31.480Z","","","","","","2026-06-09T14:04:31.473Z","SAN-757","Phase 1 — mdeai MVP launch","","","HighRisk","ef3cf450-f79e-4bd7-bb12-0864ff6a6de0","85","SAN-499, SAN-495","",""
"SAN-762","Sanjiovani","AIE-006 [Core] hostOps read tools — list_host_events + get_sales_summary","## Order: 6/32 · Phase: **Core**

**Disk:** `Core/AIE-006-core-hostops-read-tools.md`

## Tools

| Tool | Truth |
| -- | -- |
| `list_host_events` | events RLS |
| `get_sales_summary` | orders + tiers |

```mermaid
flowchart TD
  HO[hostOpsAgent] --> T1[list_host_events]
  HO --> T2[get_sales_summary]
  T1 & T2 --> SB[(Supabase)]
```

## Acceptance

* Vitest · tool spans · **Blocks:** AIE-007, 008","Backlog","","Urgent","43b16e0a-96de-478d-9842-f2467c0f7b8c","Events Platform","ai@socialmediaville.ca","","phase:core, prefix:AIE, prefix:INT, track:ai","","","","","2026-06-08T14:04:16.633Z","2026-06-08T14:04:21.688Z","","","","","","2026-06-09T14:04:17.271Z","SAN-757","Phase 1 — mdeai MVP launch","","","HighRisk","25744b8b-12d1-41a5-b309-8a7e32be3dd0","86","","SAN-760",""
"SAN-760","Sanjiovani","AIE-005 [Core] hostOpsAgent + HostDashboardState","## Order: 5/32 · Phase: **Core** · Agent #5/5

**Disk:** `Core/AIE-005-core-hostops-agent-state.md`
**State:** `wireframes/038-shared-state.md`

## CopilotKit v1 (verified)

* `useCoAgent({ name: ""hostOpsAgent"" })` — key **must** match `Mastra({ agents })`
* Shared state via AG-UI ([CopilotKit Mastra shared-state](<https://docs.copilotkit.ai/integrations/mastra/shared-state>))
* Stable module-level props (LESSONS POST storm)

## Mastra

* Register `hostOpsAgent` on `gemini-3.5-flash`
* Zod `HostDashboardState` ↔ `src/lib/types.ts` ↔ bridge

```mermaid
flowchart LR
  Z[Zod schema] --> AG[hostOpsAgent]
  AG --> IDX[mastra/index.ts]
  IDX --> API[/api/copilotkit]
  API --> BR[HostOpsCopilotBridge]
  BR -->|useCoAgent| UI[/host/analytics]
```

## Acceptance

* Vitest schema round-trip
* Agent count Core ≤ 5
* **Never** add analyticsAgent/revenueAgent
* **Blocks:** AIE-006, 007, 008","Backlog","","Urgent","43b16e0a-96de-478d-9842-f2467c0f7b8c","Events Platform","ai@socialmediaville.ca","","area:events, phase:core, prefix:AIE, prefix:INT, track:ai","","","","","2026-06-08T14:03:56.303Z","2026-06-08T14:03:57.360Z","","","","","","2026-06-09T14:03:57.356Z","SAN-757","Phase 1 — mdeai MVP launch","","","HighRisk","c143cab0-24a7-4f44-90f5-857bafcfde12","86","","SAN-704, SAN-115",""
"SAN-759","Sanjiovani","AIE-007 [Core] salesInsightWorkflow","## Order: 7/32 · Phase: **Core**

**Disk:** `Core/AIE-007-core-sales-insight-workflow.md`

## Mastra workflow (deterministic)

```mermaid
flowchart LR
  A[get_sales_summary SQL] --> B[Compare prior period SQL]
  B --> C[Gemini narrative only]
  C --> D[Generative card trigger]
```

1. SQL aggregates
2. SQL deltas
3. LLM explains pre-computed numbers

## CopilotKit

Toolbar 📊 on hostOps chat invokes workflow

## Acceptance

* Unit test stable numeric output
* **Blocks:** AIE-008, 009","Backlog","","Urgent","43b16e0a-96de-478d-9842-f2467c0f7b8c","Events Platform","ai@socialmediaville.ca","","phase:core, prefix:AIE, prefix:INT, track:ai","","","","","2026-06-08T14:03:56.067Z","2026-06-08T14:03:57.262Z","","","","","","2026-06-09T14:03:57.259Z","SAN-757","Phase 1 — mdeai MVP launch","","","HighRisk","29f19742-fb42-47dc-bb54-396dde640240","86","","",""
"SAN-757","Sanjiovani","AIE-000 — AI-Native Events OS (implementation pack)","## Parent epic — 32 tasks Core → MVP → Advanced

**Disk index:** `tasks/events/tasks/AI-native-system/index-aievents.md`
**Architecture:** `tasks/events/plans/04-AI-native-system.md`
**Wireframes:** `tasks/events/wireframes/INDEX.md` (37 screens)

## Implementation order

```text
CORE 001→012: proof → nav → schema → ai_runs → hostOps → venues
MVP  013→026: forecast → attendee → recs → sponsors → comms → Luma → admin
ADV  027→032: bookingAgent → marketing → ROI → exceptions → campaigns → WhatsApp
```

## Stack (verified)

| Layer | Choice |
| -- | -- |
| UI | CopilotKit **1.55.2 v1** — `useCoAgent`, `useCopilotAction`, `renderAndWaitForResponse` |
| Runtime | Pattern 1 `/api/copilotkit` + Mastra AG-UI bridge |
| Agents | Max 5 Core / 8 MVP / 12 Advanced |
| Model | `gemini-3.5-flash` only |

## Architecture

```mermaid
flowchart TB
  subgraph UI[""CopilotKit v1""]
    COA[useCoAgent]
    ACT[useCopilotAction disabled render]
    HITL[renderAndWaitForResponse]
  end
  subgraph RT[""/api/copilotkit""]
    CK[CopilotRuntime]
    MA[LoggingMastraAgent]
  end
  subgraph MASTRA[""Mastra""]
    HE[hostEventAgent]
    HO[hostOpsAgent]
    WF[salesInsightWorkflow]
  end
  subgraph DATA[""Truth""]
    SB[(Supabase)]
    ST[Stripe]
  end
  COA --> CK --> MA --> HO & HE
  HO --> WF --> SB
  ACT --> HO
  HITL --> SB
```

## Agent cap

* Core (5): router, concierge, event, hostEvent, **hostOps**
* MVP (+3): attendee, sponsor, adminOps
* Advanced (+4): booking, campaign, content, social

**Never:** eventPlannerAgent, analyticsAgent, revenueAgent, marketingAgent blob

## Exit gates

1. **Core:** Roberto asks ""how are sales?"" on `/host/analytics` → grounded answer
2. **MVP:** Sponsor scores + CRM + attendee wallet assistant
3. **Advanced:** Revenue tracked 30d+ before bookingAgent","Backlog","","Urgent","43b16e0a-96de-478d-9842-f2467c0f7b8c","Events Platform","ai@socialmediaville.ca","","area:events, phase:core, prefix:AIE, track:ai","","","","","2026-06-08T14:03:30.465Z","2026-06-08T14:05:41.076Z","","","","","","2026-06-09T14:03:32.502Z","","Phase 1 — mdeai MVP launch","","","HighRisk","9373ccfc-8e73-4cae-873a-3703f6b6e2d9","86","","",""
"SAN-729","Sanjiovani","AIE-008 [Core] /host/analytics + HostOpsCopilotBridge","## Order: 8/32 · Phase: **Core**

**Disk:** `Core/AIE-008-core-host-analytics-page.md`
**Spec:** `specs/pages/missing/PAGE-M02-host-analytics.md`
**Wireframes:** 013, 014

## 3-panel layout

```mermaid
flowchart LR
  L[Host nav] --> C[hostOpsAgent chat]
  C --> R[KPI + charts]
  C -->|useCoAgent| API[/api/copilotkit]
```

## CopilotKit v1

* `HostOpsCopilotBridge` with `useCoAgent({ name: ""hostOpsAgent"" })`
* No AI in Stripe paths

## Acceptance

* Route 200 · prompt ""revenue vs last week"" → tool-backed answer
* Browser evidence in `tasks/testing/evidence/`
* **Blocks:** AIE-009, 010","Backlog","","Urgent","43b16e0a-96de-478d-9842-f2467c0f7b8c","Events Platform","ai@socialmediaville.ca","","area:events, phase:core, prefix:AIE, scr","","","","","2026-06-08T08:11:57.137Z","2026-06-08T14:03:59.283Z","","","","","","2026-06-09T14:03:59.110Z","SAN-757","Phase 1 — mdeai MVP launch","","","HighRisk","3460ba26-168a-4e0e-b199-ed871cd84aa7","438","SAN-690, SAN-118, SAN-732","SAN-730",""
"SAN-721","Sanjiovani","ECOM-C-020 — Production readiness checklist","## ECOM-C-020 — Commerce production readiness checklist

**Spec:** `docs/ecommerce/tasks/ECOM-C-020-production-readiness.md`
**Phase:** 3 · **Priority:** P0 · **Estimate:** 0.5-1 day

### Goal

Decide if Core can ship without breaking the existing mdeai MVP.

### Depends on

* ECOM-C-018
* ECOM-C-017
* ECOM-C-019

### Blocks

* ECOM-M-001
* ECOM-M-002
* ECOM-M-009
* ECOM-M-010
* ECOM-M-011
* ECOM-M-012

### Scope / features

* Add `docs/ecommerce/docs/commerce-production-readiness.md`.
* Add `mdeapp/scripts/verify-commerce-readiness.mjs`.
* Include env, health, Store API, Stripe webhook, product hydration, Supabase RLS, logs, rollback, and feature flag.
* **Infrastructure modules** (see [05-medusa-recipes-map.md](<../docs/05-medusa-recipes-map.md>)): Redis event/workflow/cache reachable; File module (S3 or local) for product images; Notification provider stub or SendGrid; optional Promotion module smoke.
* **Commerce modules:** confirm Product/Pricing/Inventory/Region/Cart/Payment/Order paths green; document unsupported fields (e.g. `*seller.reviews` until C-022 Done).

### Acceptance criteria

- [ ] Readiness checklist exists.
- [ ] Verify script checks required env and smoke endpoints.
- [ ] Commerce UI can be disabled by feature flag.
- [ ] Existing mdeai MVP passes with commerce disabled.
- [ ] Gate says marketplace tasks are blocked until Core proof exists.

### Proof commands

```bash
cd mdeapp && node --env-file=.env.local scripts/verify-commerce-readiness.mjs
cd mdeapp && npm run lint && npm run typecheck && npm test
```

### References

* ADR: `docs/ecommerce/adr/001-standalone-mercur.md`
* Recipe map: `docs/ecommerce/docs/05-medusa-recipes-map.md`
* Index: `docs/ecommerce/tasks/INDEX.md`","Backlog","","Urgent","db36b26e-5610-4af0-b387-9eb8c4703a90","Commerce Platform","ai@socialmediaville.ca","","COMM, CORE-GATE, FROZEN","","","","","2026-06-07T20:51:29.255Z","2026-06-08T01:02:00.237Z","","","","","","2026-06-08T20:51:29.985Z","","Phase 1 — mdeai MVP launch","b43c74a8-3b9a-4cd9-ad11-fcc02cc0bf92","M3 - Checkout proof and readiness","HighRisk","a4a77505-a6f9-46b6-b9bc-53440e53f926","1118","SAN-646","SAN-720, SAN-645",""
"SAN-720","Sanjiovani","ECOM-C-019 — AI E2E checkout proof","## ECOM-C-019 — AI end-to-end checkout proof

**Spec:** `docs/ecommerce/tasks/ECOM-C-019-ai-checkout-proof.md`
**Phase:** 3 · **Priority:** P0 · **Estimate:** 1-2 days

### Goal

Run the full proof: user asks AI, sees product card, adds to cart, pays Stripe, and creates a Medusa order.

### Depends on

* ECOM-C-013
* ECOM-C-015
* ECOM-C-016

### Blocks

* ECOM-C-017
* ECOM-C-020
* ECOM-M-001

### Scope / features

* Add Playwright checkout spec.
* Add `scripts/smoke-commerce-paid-proof.mjs`.
* Record evidence file with test order id.
* Keep proof independent from event ticket smoke scripts.

### Acceptance criteria

- [ ] User can ask/search for a product.
- [ ] ProductCard renders.
- [ ] Add-to-cart works.
- [ ] Stripe test payment completes.
- [ ] Medusa order exists.
- [ ] Evidence doc records order id, date, env, and commands.

### Proof commands

```bash
cd mdeapp && npm run test:e2e -- e2e/commerce-checkout.spec.ts --project=chromium --workers=1
cd mdeapp && node --env-file=.env.local scripts/smoke-commerce-paid-proof.mjs
```

### References

* ADR: `docs/ecommerce/adr/001-standalone-mercur.md`
* Recipe map: `docs/ecommerce/docs/05-medusa-recipes-map.md`
* Index: `docs/ecommerce/tasks/INDEX.md`","Backlog","","Urgent","db36b26e-5610-4af0-b387-9eb8c4703a90","Commerce Platform","ai@socialmediaville.ca","","COMM, CORE-GATE, FROZEN","","","","","2026-06-07T20:51:27.932Z","2026-06-08T01:01:58.209Z","","","","","","2026-06-08T20:51:29.028Z","","Phase 1 — mdeai MVP launch","b43c74a8-3b9a-4cd9-ad11-fcc02cc0bf92","M3 - Checkout proof and readiness","HighRisk","cc97b251-619b-43b2-b96c-fe088bb6e4f1","1118","SAN-644","SAN-641, SAN-643",""
"SAN-706","Sanjiovani","AGT-PTR-02 — Partner-scoped Supabase tools + API routes","## AGT-PTR-02 — Partner-safe Supabase tools

**Audit:** `tasks/design/partners/AI/07-ai-intelligence-partners-audit.md`

**Goal:** Mastra tools via `/api/partners/*` with JWT + `partner_ids_for_user()` (F13).

### Tools

* `read_partner_draft` → `GET /api/partners/drafts/[id]`
* `upsert_partner_draft` → `PATCH /api/partners/drafts/[id]`
* `list_partner_leads` → `GET /api/partners/leads`

### Acceptance criteria

- [ ] Cross-tenant pen-test: partner A cannot read partner B draft
- [ ] Tools on `partnerAgent` only
- [ ] Vitest route tests pass
- [ ] `floor` green

**Blocked by:** [SAN-683](https://linear.app/sanjiovani/issue/SAN-683/ptr-partner-database-schema-rls-erd) · [SAN-705](https://linear.app/sanjiovani/issue/SAN-705/agt-ptr-01-partner-agent-foundation-partneragent)
**Blocks:** SAN-707 · SAN-709

**Skills:** mastra · mde-supabase · copilotkitV1","Backlog","","Urgent","6dd4b5e2-3b63-4b55-a866-4239bbbec444","AI & Intelligence","ai@socialmediaville.ca","","PTR, stack:mastra, type:data","","","","","2026-06-06T14:18:54.597Z","2026-06-06T14:19:16.834Z","","","","","","2026-06-07T14:18:56.517Z","SAN-685","Phase 1 — mdeai MVP launch","f2033575-c9e8-4146-ac29-fe06f8b6e2d2","🔧 AGT — Phase 1: Core Reliability","Breached","87dc6014-9a16-4660-a685-e9ef79f58b6a","2951","SAN-683","SAN-705",""
"SAN-705","Sanjiovani","AGT-PTR-01 — Partner agent foundation (partnerAgent)","## AGT-PTR-01 — Partner agent foundation

**Audit:** `tasks/design/partners/AI/07-ai-intelligence-partners-audit.md`

**Goal:** One Mastra `partnerAgent` for all partner surfaces (signup + dashboard) — capability flags, not separate agents per vertical.

**User story:** *As Roberto, I want one assistant that knows I'm a host partner, so onboarding and dashboard share memory without a second runtime.*

### Scope

* `src/mastra/agents/partner.ts` — `partnerAgent` on `gemini-3.5-flash`
* Zod `PartnerState` in agent + `src/lib/types.ts` (mirror host `EventDraftState` pattern)
* Register in `src/mastra/index.ts`
* Add `partnerAgent` to `RUNTIME_AGENT_ALLOWLIST` (extends [SAN-591](https://linear.app/sanjiovani/issue/SAN-591/agt-00d-runtime-agent-allowlist))
* `getCopilotKitClientProps(""partnerAgent"")` in `copilotkit-client-props.ts`
* Vitest: agent id, tools list smoke

### Out of scope

* `/partners/signup` UI ([SAN-665](https://linear.app/sanjiovani/issue/SAN-665/mkt-partner-signup-wizard-partnerssignup) + AGT-PTR-03)
* Supabase tools (AGT-PTR-02)
* Postiz / Chatwoot

### Acceptance criteria

- [ ] `partnerAgent` key matches `useCoAgent({ name: ""partnerAgent"" })` and Mastra map
- [ ] Allowlist exposes only `conciergeAgent`, `hostEventAgent`, `partnerAgent` (+ ping dev)
- [ ] `npm test -- partner` passes · `npm run floor` green
- [ ] No v2 CopilotKit imports

### Dependencies

**Blocked by:** [SAN-683](https://linear.app/sanjiovani/issue/SAN-683/ptr-partner-database-schema-rls-erd) (schema optional for agent shell — blocked for partner tools wiring)
**Blocks:** AGT-PTR-02, AGT-PTR-03, AGT-PTR-04

**Skills:** `mastra` · `copilotkitV1`","Backlog","","Urgent","6dd4b5e2-3b63-4b55-a866-4239bbbec444","AI & Intelligence","ai@socialmediaville.ca","","PTR, stack:copilotkit, stack:mastra","","","","","2026-06-06T14:18:47.655Z","2026-06-06T14:19:16.472Z","","","","","","2026-06-07T14:18:48.486Z","SAN-685","Phase 1 — mdeai MVP launch","f2033575-c9e8-4146-ac29-fe06f8b6e2d2","🔧 AGT — Phase 1: Core Reliability","Breached","b482c10a-c863-4cf8-b497-582c8674661c","2951","SAN-591, SAN-665, SAN-683","",""
"SAN-704","Sanjiovani","AIE-004 [Core] ai_runs prod write fix","## Order: 4/32 · Phase: **Core**

**Disk:** `tasks/events/tasks/AI-native-system/Core/AIE-004-core-ai-runs-prod-writes.md`

## Problem

`logAgentRunForTurn` in `/api/copilotkit` `after()` not writing `ai_runs` for authenticated prod sessions.

## Flow

```mermaid
sequenceDiagram
  UI->>API: POST /api/copilotkit
  API->>Mastra: agent turn
  API->>SB: ai_runs insert
  Note over SB: Currently fails prod auth
```

## Acceptance

* Prod chat turn → `ai_runs` row (SQL proof)
* No service-role in client bundle
* **Blocks:** AIE-026 observability UI","Backlog","","Urgent","43b16e0a-96de-478d-9842-f2467c0f7b8c","Events Platform","ai@socialmediaville.ca","","phase:core, phase:launch, prefix:AIE, track:ai, type:chore","","","","","2026-06-06T13:15:50.485Z","2026-06-08T14:03:44.499Z","","","","","","2026-06-07T13:15:52.390Z","SAN-757","Phase 1 — mdeai MVP launch","","","Breached","c9cabf16-b7ed-4d32-8bdb-969ce8c26a63","3014","SAN-115","",""
"SAN-645","Sanjiovani","ECOM-C-017 — Manual ops & refund playbook","## ECOM-C-017 — Manual ops and refund playbook

**Spec:** `docs/ecommerce/tasks/ECOM-C-017-manual-ops-refund-playbook.md`
**Phase:** 3 · **Priority:** P0 · **Estimate:** 0.5-1 day

### Goal

Document manual support, refund, fulfillment, and failure handling before real users buy.

### Depends on

* ECOM-C-016

### Blocks

* ECOM-C-020

### Scope / features

* Add `docs/ecommerce/docs/commerce-ops-playbook.md`.
* Add `docs/ecommerce/docs/commerce-refund-playbook.md`.
* Include order lookup, refund, webhook failure, stock correction, support handoff, and test/live mode separation.

### Acceptance criteria

- [ ] Operator can find a Medusa order.
- [ ] Operator can refund a test order.
- [ ] Operator can identify webhook failure symptoms.
- [ ] Support path is documented for CopilotKit and manual handoff.

### Proof commands

```bash
rg -n ""refund|webhook|order lookup|test mode|live mode|support"" docs/ecommerce/docs/commerce-*playbook.md
```

### References

* ADR: `docs/ecommerce/adr/001-standalone-mercur.md`
* Recipe map: `docs/ecommerce/docs/05-medusa-recipes-map.md`
* Index: `docs/ecommerce/tasks/INDEX.md`","Backlog","","Urgent","db36b26e-5610-4af0-b387-9eb8c4703a90","Commerce Platform","ai@socialmediaville.ca","","COMM, CORE-GATE","","","","","2026-06-06T10:37:13.518Z","2026-06-08T01:01:26.699Z","","","","","","2026-06-07T10:37:14.064Z","","Phase 1 — mdeai MVP launch","b43c74a8-3b9a-4cd9-ad11-fcc02cc0bf92","M3 - Checkout proof and readiness","Breached","65a8960b-bb55-4366-be90-3a4504ecf033","3173","SAN-646, SAN-644","",""
"SAN-643","Sanjiovani","ECOM-C-015 — Cart state UI","## ECOM-C-015 — Minimal cart state UI

**Spec:** `docs/ecommerce/tasks/ECOM-C-015-cart-state-ui.md`
**Phase:** 3 · **Priority:** P0 · **Estimate:** 1-2 days

### Goal

Show a minimal cart state UI that reflects Medusa cart totals and line items.

### Depends on

* ECOM-C-012
* ECOM-C-014

### Blocks

* ECOM-C-019

### Scope / features

* Add minimal cart summary component/hook.
* Show item count, selected variants, subtotal, and checkout CTA.
* Add accessible cart count update announcement.
* Keep checkout button tied to `checkout_link`.

### Acceptance criteria

- [ ] Cart updates after add-to-cart.
- [ ] Variant details are visible for each item.
- [ ] Checkout button calls the checkout tool.
- [ ] Cart count updates include `aria-live=""polite""`.
- [ ] Mobile sticky elements account for safe-area inset if used.

### Proof commands

```bash
cd mdeapp && npm test -- src/components/commerce
npm run test:e2e -- e2e/commerce-cart-state.spec.ts --project=chromium --workers=1
```

### References

* ADR: `docs/ecommerce/adr/001-standalone-mercur.md`
* Recipe map: `docs/ecommerce/docs/05-medusa-recipes-map.md`
* Index: `docs/ecommerce/tasks/INDEX.md`","Backlog","","Urgent","db36b26e-5610-4af0-b387-9eb8c4703a90","Commerce Platform","ai@socialmediaville.ca","","COMM, FROZEN","","","","","2026-06-06T10:36:31.356Z","2026-06-08T01:01:17.953Z","","","","","","2026-06-07T10:36:32.634Z","","Phase 1 — mdeai MVP launch","4a272d83-4890-4db1-95e3-3fb9e67f675f","M2 - AI product cards and cart","Breached","fbdff7cd-839e-453b-a8d7-e271bbd339b6","3173","","SAN-640, SAN-642",""
"SAN-642","Sanjiovani","ECOM-C-014 — CopilotKit ProductCard","## ECOM-C-014 — CopilotKit ProductCard render

**Spec:** `docs/ecommerce/tasks/ECOM-C-014-copilotkit-product-card.md`
**Phase:** 3 · **Priority:** P0 · **Estimate:** 1-2 days

### Goal

Render AI product results as compact CopilotKit product cards inside the existing mdeai UI.

### Depends on

* ECOM-C-010
* ECOM-C-011
* ECOM-C-006

### Blocks

* ECOM-C-015
* ECOM-C-019

### Scope / features

* Add `mdeapp/src/components/commerce/ProductCard.tsx`.
* Register product search render path in existing CopilotKit/Mastra render system.
* Card supports image, title, price, availability, variant strategy, view detail, and add to cart.
* Keep UI compact and mobile safe.

### Acceptance criteria

- [ ] ProductCard renders from `product_search` DTO.
- [ ] Price/stock are Medusa-hydrated.
- [ ] Add-to-cart action is visible and has loading/error states.
- [ ] Mobile touch targets are at least 44px.
- [ ] No new storefront route is created.

### Proof commands

```bash
cd mdeapp && npm test -- src/components/commerce
npm run test:e2e -- e2e/commerce-product-card.spec.ts --project=chromium --workers=1
```

### References

* ADR: `docs/ecommerce/adr/001-standalone-mercur.md`
* Recipe map: `docs/ecommerce/docs/05-medusa-recipes-map.md`
* Index: `docs/ecommerce/tasks/INDEX.md`","Backlog","","Urgent","db36b26e-5610-4af0-b387-9eb8c4703a90","Commerce Platform","ai@socialmediaville.ca","","COMM, CORE-GATE, FROZEN","","","","","2026-06-06T10:36:28.291Z","2026-06-08T01:01:17.326Z","","","","","","2026-06-07T10:36:28.859Z","","Phase 1 — mdeai MVP launch","4a272d83-4890-4db1-95e3-3fb9e67f675f","M2 - AI product cards and cart","Breached","1030558e-2c7f-4b57-968e-38e72b015ad8","3173","","SAN-638, SAN-639",""
"SAN-641","Sanjiovani","ECOM-C-013 — Mastra checkout_link","## ECOM-C-013 — Mastra checkout_link tool

**Spec:** `docs/ecommerce/tasks/ECOM-C-013-mastra-checkout-link.md`
**Phase:** 3 · **Priority:** P0 · **Estimate:** 1-2 days

### Goal

Let Mastra return a safe web checkout link for a Medusa cart.

### Depends on

* ECOM-C-004
* ECOM-C-012

### Blocks

* ECOM-C-019

### Scope / features

* Add `checkout_link` Mastra tool.
* Keep checkout creation server-side.
* Return URL and cart/order context only.
* Use commerce-specific Stripe/Medusa env.

### Acceptance criteria

- [ ] Valid cart returns a test checkout URL.
- [ ] Invalid/empty cart fails safely.
- [ ] Existing event ticket checkout code is not modified.
- [ ] Tool output is safe for CopilotKit and WhatsApp later.

### Proof commands

```bash
cd mdeapp && npm test -- src/mastra/tools/__tests__/commerce-checkout-link.test.ts
node --env-file=.env.local scripts/smoke-commerce-checkout-link.mjs
```

### References

* ADR: `docs/ecommerce/adr/001-standalone-mercur.md`
* Recipe map: `docs/ecommerce/docs/05-medusa-recipes-map.md`
* Index: `docs/ecommerce/tasks/INDEX.md`","Backlog","","Urgent","db36b26e-5610-4af0-b387-9eb8c4703a90","Commerce Platform","ai@socialmediaville.ca","","COMM, FROZEN","","","","","2026-06-06T10:36:26.157Z","2026-06-08T05:25:15.843Z","","","","","","2026-06-07T10:36:27.748Z","","Phase 1 — mdeai MVP launch","4a272d83-4890-4db1-95e3-3fb9e67f675f","M2 - AI product cards and cart","Breached","d5682025-68ff-4030-a4fb-576fe200bded","3173","SAN-632, SAN-727","SAN-640",""
